filename,width,height,class,xmin,ymin,xmax,ymax
gauge-119.jpg,224,224,gauge,10,10,214,214
gauge-58.jpg,224,224,gauge,10,10,214,214
gauge-129.jpg,224,224,gauge,10,10,214,214
gauge-94.jpg,224,224,gauge,10,10,214,214
gauge-215.jpg,224,224,gauge,10,10,214,214
gauge-151.jpg,224,224,gauge,10,10,214,214
gauge-39.jpg,224,224,gauge,10,10,214,214
gauge-43.jpg,224,224,gauge,10,10,214,214
gauge-245.jpg,224,224,gauge,10,10,214,214
gauge-197.jpg,224,224,gauge,10,10,214,214
gauge-88.jpg,224,224,gauge,10,10,214,214
gauge-181.jpg,224,224,gauge,10,10,214,214
gauge-11.jpg,224,224,gauge,10,10,214,214
gauge-221.jpg,224,224,gauge,10,10,214,214
gauge-65.jpg,224,224,gauge,10,10,214,214
gauge-130.jpg,224,224,gauge,10,10,214,214
gauge-236.jpg,224,224,gauge,10,10,214,214
gauge-3.jpg,224,224,gauge,10,10,214,214
gauge-45.jpg,224,224,gauge,10,10,214,214
gauge-83.jpg,224,224,gauge,10,10,214,214
gauge-160.jpg,224,224,gauge,10,10,214,214
gauge-241.jpg,224,224,gauge,10,10,214,214
gauge-212.jpg,224,224,gauge,10,10,214,214
gauge-184.jpg,224,224,gauge,10,10,214,214
gauge-75.jpg,224,224,gauge,10,10,214,214
gauge-143.jpg,224,224,gauge,10,10,214,214
gauge-121.jpg,224,224,gauge,10,10,214,214
gauge-168.jpg,224,224,gauge,10,10,214,214
gauge-175.jpg,224,224,gauge,10,10,214,214
gauge-244.jpg,224,224,gauge,10,10,214,214
gauge-103.jpg,224,224,gauge,10,10,214,214
gauge-159.jpg,224,224,gauge,10,10,214,214
gauge-176.jpg,224,224,gauge,10,10,214,214
gauge-71.jpg,224,224,gauge,10,10,214,214
gauge-173.jpg,224,224,gauge,10,10,214,214
gauge-225.jpg,224,224,gauge,10,10,214,214
gauge-118.jpg,224,224,gauge,10,10,214,214
gauge-228.jpg,224,224,gauge,10,10,214,214
gauge-35.jpg,224,224,gauge,10,10,214,214
gauge-133.jpg,224,224,gauge,10,10,214,214
gauge-178.jpg,224,224,gauge,10,10,214,214
gauge-183.jpg,224,224,gauge,10,10,214,214
gauge-33.jpg,224,224,gauge,10,10,214,214
gauge-213.jpg,224,224,gauge,10,10,214,214
gauge-138.jpg,224,224,gauge,10,10,214,214
gauge-90.jpg,224,224,gauge,10,10,214,214
gauge-74.jpg,224,224,gauge,10,10,214,214
gauge-110.jpg,224,224,gauge,10,10,214,214
gauge-135.jpg,224,224,gauge,10,10,214,214
gauge-229.jpg,224,224,gauge,10,10,214,214
gauge-69.jpg,224,224,gauge,10,10,214,214
gauge-36.jpg,224,224,gauge,10,10,214,214
gauge-25.jpg,224,224,gauge,10,10,214,214
gauge-60.jpg,224,224,gauge,10,10,214,214
gauge-109.jpg,224,224,gauge,10,10,214,214
gauge-56.jpg,224,224,gauge,10,10,214,214
gauge-146.jpg,224,224,gauge,10,10,214,214
gauge-114.jpg,224,224,gauge,10,10,214,214
gauge-85.jpg,224,224,gauge,10,10,214,214
gauge-106.jpg,224,224,gauge,10,10,214,214
gauge-169.jpg,224,224,gauge,10,10,214,214
gauge-243.jpg,224,224,gauge,10,10,214,214
gauge-21.jpg,224,224,gauge,10,10,214,214
gauge-149.jpg,224,224,gauge,10,10,214,214
gauge-49.jpg,224,224,gauge,10,10,214,214
gauge-157.jpg,224,224,gauge,10,10,214,214
gauge-224.jpg,224,224,gauge,10,10,214,214
gauge-128.jpg,224,224,gauge,10,10,214,214
gauge-127.jpg,224,224,gauge,10,10,214,214
gauge-46.jpg,224,224,gauge,10,10,214,214
gauge-2.jpg,224,224,gauge,10,10,214,214
gauge-233.jpg,224,224,gauge,10,10,214,214
gauge-242.jpg,224,224,gauge,10,10,214,214
gauge-192.jpg,224,224,gauge,10,10,214,214
gauge-234.jpg,224,224,gauge,10,10,214,214
gauge-27.jpg,224,224,gauge,10,10,214,214
gauge-196.jpg,224,224,gauge,10,10,214,214
gauge-104.jpg,224,224,gauge,10,10,214,214
gauge-29.jpg,224,224,gauge,10,10,214,214
gauge-31.jpg,224,224,gauge,10,10,214,214
gauge-193.jpg,224,224,gauge,10,10,214,214
gauge-30.jpg,224,224,gauge,10,10,214,214
gauge-113.jpg,224,224,gauge,10,10,214,214
gauge-26.jpg,224,224,gauge,10,10,214,214
gauge-239.jpg,224,224,gauge,10,10,214,214
gauge-166.jpg,224,224,gauge,10,10,214,214
gauge-141.jpg,224,224,gauge,10,10,214,214
gauge-7.jpg,224,224,gauge,10,10,214,214
gauge-217.jpg,224,224,gauge,10,10,214,214
gauge-50.jpg,224,224,gauge,10,10,214,214
gauge-28.jpg,224,224,gauge,10,10,214,214
gauge-23.jpg,224,224,gauge,10,10,214,214
gauge-216.jpg,224,224,gauge,10,10,214,214
gauge-158.jpg,224,224,gauge,10,10,214,214
gauge-54.jpg,224,224,gauge,10,10,214,214
gauge-235.jpg,224,224,gauge,10,10,214,214
gauge-87.jpg,224,224,gauge,10,10,214,214
gauge-177.jpg,224,224,gauge,10,10,214,214
gauge-57.jpg,224,224,gauge,10,10,214,214
gauge-47.jpg,224,224,gauge,10,10,214,214
gauge-91.jpg,224,224,gauge,10,10,214,214
gauge-16.jpg,224,224,gauge,10,10,214,214
gauge-42.jpg,224,224,gauge,10,10,214,214
gauge-136.jpg,224,224,gauge,10,10,214,214
gauge-122.jpg,224,224,gauge,10,10,214,214
gauge-98.jpg,224,224,gauge,10,10,214,214
gauge-14.jpg,224,224,gauge,10,10,214,214
gauge-81.jpg,224,224,gauge,10,10,214,214
gauge-207.jpg,224,224,gauge,10,10,214,214
gauge-232.jpg,224,224,gauge,10,10,214,214
gauge-150.jpg,224,224,gauge,10,10,214,214
gauge-101.jpg,224,224,gauge,10,10,214,214
gauge-82.jpg,224,224,gauge,10,10,214,214
gauge-10.jpg,224,224,gauge,10,10,214,214
gauge-185.jpg,224,224,gauge,10,10,214,214
gauge-220.jpg,224,224,gauge,10,10,214,214
gauge-6.jpg,224,224,gauge,10,10,214,214
gauge-240.jpg,224,224,gauge,10,10,214,214
gauge-115.jpg,224,224,gauge,10,10,214,214
gauge-72.jpg,224,224,gauge,10,10,214,214
gauge-161.jpg,224,224,gauge,10,10,214,214
gauge-231.jpg,224,224,gauge,10,10,214,214
gauge-62.jpg,224,224,gauge,10,10,214,214
gauge-190.jpg,224,224,gauge,10,10,214,214
gauge-59.jpg,224,224,gauge,10,10,214,214
gauge-218.jpg,224,224,gauge,10,10,214,214
gauge-34.jpg,224,224,gauge,10,10,214,214
gauge-92.jpg,224,224,gauge,10,10,214,214
gauge-230.jpg,224,224,gauge,10,10,214,214
gauge-73.jpg,224,224,gauge,10,10,214,214
gauge-153.jpg,224,224,gauge,10,10,214,214
gauge-40.jpg,224,224,gauge,10,10,214,214
gauge-123.jpg,224,224,gauge,10,10,214,214
gauge-145.jpg,224,224,gauge,10,10,214,214
gauge-144.jpg,224,224,gauge,10,10,214,214
gauge-66.jpg,224,224,gauge,10,10,214,214
gauge-202.jpg,224,224,gauge,10,10,214,214
gauge-199.jpg,224,224,gauge,10,10,214,214
gauge-188.jpg,224,224,gauge,10,10,214,214
gauge-32.jpg,224,224,gauge,10,10,214,214
gauge-211.jpg,224,224,gauge,10,10,214,214
gauge-15.jpg,224,224,gauge,10,10,214,214
gauge-126.jpg,224,224,gauge,10,10,214,214
gauge-99.jpg,224,224,gauge,10,10,214,214
gauge-238.jpg,224,224,gauge,10,10,214,214
gauge-4.jpg,224,224,gauge,10,10,214,214
gauge-163.jpg,224,224,gauge,10,10,214,214
gauge-167.jpg,224,224,gauge,10,10,214,214
gauge-223.jpg,224,224,gauge,10,10,214,214
gauge-189.jpg,224,224,gauge,10,10,214,214
gauge-124.jpg,224,224,gauge,10,10,214,214
gauge-44.jpg,224,224,gauge,10,10,214,214
gauge-172.jpg,224,224,gauge,10,10,214,214
gauge-67.jpg,224,224,gauge,10,10,214,214
gauge-93.jpg,224,224,gauge,10,10,214,214
gauge-162.jpg,224,224,gauge,10,10,214,214
gauge-198.jpg,224,224,gauge,10,10,214,214
gauge-174.jpg,224,224,gauge,10,10,214,214
gauge-170.jpg,224,224,gauge,10,10,214,214
gauge-13.jpg,224,224,gauge,10,10,214,214
gauge-148.jpg,224,224,gauge,10,10,214,214
gauge-194.jpg,224,224,gauge,10,10,214,214
gauge-227.jpg,224,224,gauge,10,10,214,214
gauge-22.jpg,224,224,gauge,10,10,214,214
gauge-179.jpg,224,224,gauge,10,10,214,214
